rtwdemo_PCGEvalHarness, -1.00
rtwdemo_PCGEvalHarnessHTGTSIL, -1.00
rtwdemo_PCGEvalHarnessSFun, -1.00
rtwdemo_PCG_Eval_P1, 4.36
rtwdemo_PCG_Eval_P2, 3.66
rtwdemo_PCG_Eval_P3, 4.66
rtwdemo_PCG_Eval_P4, -1.00
rtwdemo_PCG_Eval_P5, 4.48
rtwdemo_PCG_Eval_P6, -1.00
rtwdemo_SimpleSchedModel, -1.00
rtwdemo_ValidateLegacyCodeVrsSim, -1.00
rtwdemo_VectorOptimization, 3.13
rtwdemo_abstime, 3.02
rtwdemo_abstime_lifespan, 3.22
rtwdemo_advisor1, -1.00
rtwdemo_advisor2, 3.56
rtwdemo_advisor3, 3.17
rtwdemo_advsc, 4.95
rtwdemo_asap2, 7.88
rtwdemo_asap2_mdlref, 2.82
rtwdemo_async, 3.07
rtwdemo_async_mdlrefbot, -1.00
rtwdemo_async_mdlreftop, 5.67
rtwdemo_atomic, 2.83
rtwdemo_attitude, 5.22
rtwdemo_automatic_global_reuse, 22.36
rtwdemo_autosar_counter, -1.00
rtwdemo_autosar_multirunnables, -1.00
rtwdemo_autosar_nvm_emulation, -1.00
rtwdemo_autosar_swc, -1.00
rtwdemo_autosar_swc_fcncalls, -1.00
rtwdemo_autosar_swc_nvmrw, -1.00
rtwdemo_autosar_swc_slfcns, -1.00
rtwdemo_basicsc, 5.21
rtwdemo_blockreduction, 3.01
rtwdemo_buildinfo, 5.40
rtwdemo_caller, 2.85
rtwdemo_capi, 6.92
rtwdemo_capi_bot, 4.05
rtwdemo_cgv, 4.28
rtwdemo_clibsup, 2.67
rtwdemo_codegenrpt, 2.67
rtwdemo_codetemplate, 2.96
rtwdemo_comments, 3.78
rtwdemo_complex, 2.61
rtwdemo_concurrent_execution, -1.00
rtwdemo_condinput, 2.85
rtwdemo_configurable_source, -1.00
rtwdemo_configurable_sys, 2.93
rtwdemo_configwizard, 2.72
rtwdemo_controlflow_opt, 4.10
rtwdemo_counter, 2.69
rtwdemo_counter_msvc, -1.00
rtwdemo_cpp, -1.00
rtwdemo_cppclass, -1.00
rtwdemo_cppclass_functions, -1.00
rtwdemo_cppclass_refbot, -1.00
rtwdemo_cppclass_refc, -1.00
rtwdemo_cppclass_refdefault, -1.00
rtwdemo_cppclass_refmid, -1.00
rtwdemo_crl_cbo_cao, 3.55
rtwdemo_crladdsub, 4.03
rtwdemo_crlalign, -1.00
rtwdemo_crlalignperf, -1.00
rtwdemo_crlblas, 5.30
rtwdemo_crlcoderreplace, 7.08
rtwdemo_crlcustomentry, 4.70
rtwdemo_crlfixpt, 5.79
rtwdemo_crllookup1D, 6.16
rtwdemo_crlmath, 5.03
rtwdemo_crlmatops, 8.80
rtwdemo_crlmuldiv, 4.23
rtwdemo_crlscalarops, 4.49
rtwdemo_cscpredef, 3.19
rtwdemo_deadpath, 3.98
rtwdemo_deadpathElim, 2.74
rtwdemo_dimension_variants, 5.18
rtwdemo_dow, 3.31
rtwdemo_dspanc_fixpt, 5.79
rtwdemo_dynamicio, 4.33
rtwdemo_eml_aero_radar, 6.96
rtwdemo_examplemain, 2.90
rtwdemo_explicitinvocation_atomicsubsys, 4.21
rtwdemo_explicitinvocation_funccallsubsys, 4.27
rtwdemo_export_functions, -1.00
rtwdemo_exporting_functions, 3.48
rtwdemo_fcnprotoctrl, 3.14
rtwdemo_filepart, 3.95
rtwdemo_fileprocess, 2.81
rtwdemo_fixpt1, 3.91
rtwdemo_fixptdiv, 2.85
rtwdemo_float_mul_for_net_slope_correction, 4.12
rtwdemo_foreachreuse, 4.13
rtwdemo_forloop, 3.33
rtwdemo_functions, 2.89
rtwdemo_getset_matrix, 3.01
rtwdemo_getset_scalar, 4.49
rtwdemo_getset_struct, 4.54
rtwdemo_getset_vector, 4.48
rtwdemo_heading, 4.16
rtwdemo_hyperlinks, 4.20
rtwdemo_iec61508, 2.84
rtwdemo_importstruct, 3.03
rtwdemo_init_struct_busobj, 3.93
rtwdemo_inline_invariant_signals, 4.01
rtwdemo_integrator, 4.14
rtwdemo_internal_init, 4.23
rtwdemo_international, -1.00
rtwdemo_lct_bus, 3.04
rtwdemo_lct_cplxgain, 3.77
rtwdemo_lct_cpp, -1.00
rtwdemo_lct_filter, 4.25
rtwdemo_lct_fixpt_params, 4.15
rtwdemo_lct_fixpt_signals, 3.07
rtwdemo_lct_gain, 2.91
rtwdemo_lct_inherit_dims, 3.90
rtwdemo_lct_lut, 3.79
rtwdemo_lct_ndarray, 3.72
rtwdemo_lct_sampletime, 2.98
rtwdemo_lct_start_term, 3.04
rtwdemo_lct_work, 2.91
rtwdemo_linl, 2.85
rtwdemo_linr, 2.82
rtwdemo_logicalAsBoolean, 4.08
rtwdemo_mdlrefbot, 2.73
rtwdemo_mdlreftop, 5.88
rtwdemo_memsec, 3.09
rtwdemo_memset, 2.67
rtwdemo_merge, 2.69
rtwdemo_minmax, 4.17
rtwdemo_mpf, 3.40
rtwdemo_mrmtbb, 2.79
rtwdemo_mrmtos, 2.65
rtwdemo_mrstbb, 2.72
rtwdemo_multirate_multitasking, 4.25
rtwdemo_multirate_singletasking, 4.21
rtwdemo_namerules, 3.68
rtwdemo_nlinl, 3.94
rtwdemo_nlinr, 3.92
rtwdemo_nzcheck, 2.62
rtwdemo_optimizeModelRefInitCode_bot, 4.12
rtwdemo_optimizeModelRefInitCode_top, 8.17
rtwdemo_optimize_global, 4.08
rtwdemo_optimize_global_ebf, 4.22
rtwdemo_optimize_nestedloops, 2.82
rtwdemo_optionalDisableResetFunc_bot, 4.21
rtwdemo_optionalDisableResetFunc_top, 7.33
rtwdemo_pack_boolean, 4.14
rtwdemo_param_variants_model, -1.00
rtwdemo_paramdt, 3.00
rtwdemo_paraminline, 2.72
rtwdemo_paramstruct, 4.33
rtwdemo_parentheses, 2.98
rtwdemo_pi_controller, -1.00
rtwdemo_pmsmfoc, 8.92
rtwdemo_pmsmfoc_system, -1.00
rtwdemo_pointer_conversion, 6.18
rtwdemo_preprocessor, 13.64
rtwdemo_preprocessor_subsys, 4.33
rtwdemo_profile, -1.00
rtwdemo_ratetrans, 2.93
rtwdemo_requirements, 3.71
rtwdemo_reusable, 2.94
rtwdemo_reusable_csc_scheduling, 12.75
rtwdemo_reusable_sys_outputs, 4.18
rtwdemo_reuse_global, 2.82
rtwdemo_roll, 4.62
rtwdemo_roll_codegen, 4.53
rtwdemo_roll_harness, 6.56
