rtwdemo_PCGEvalHarness, -1.00
rtwdemo_PCGEvalHarnessHTGTSIL, -1.00
rtwdemo_PCGEvalHarnessSFun, -1.00
rtwdemo_PCG_Eval_P1, 5.10
rtwdemo_PCG_Eval_P2, 4.53
rtwdemo_PCG_Eval_P3, 5.39
rtwdemo_PCG_Eval_P4, -1.00
rtwdemo_PCG_Eval_P5, 5.35
rtwdemo_PCG_Eval_P6, -1.00
rtwdemo_SimpleSchedModel, -1.00
rtwdemo_ValidateLegacyCodeVrsSim, -1.00
rtwdemo_VectorOptimization, 3.88
rtwdemo_abstime, 3.66
rtwdemo_abstime_lifespan, 4.04
rtwdemo_advisor1, -1.00
rtwdemo_advisor2, 4.39
rtwdemo_advisor3, 3.80
rtwdemo_advsc, 8.18
rtwdemo_asap2, 9.21
rtwdemo_asap2_mdlref, 3.50
rtwdemo_async, 3.50
rtwdemo_async_mdlrefbot, -1.00
rtwdemo_async_mdlreftop, 6.29
rtwdemo_atomic, 3.28
rtwdemo_attitude, 5.97
rtwdemo_automatic_global_reuse, 20.14
rtwdemo_autosar_counter, -1.00
rtwdemo_autosar_multirunnables, -1.00
rtwdemo_autosar_swc, -1.00
rtwdemo_autosar_swc_fcncalls, -1.00
rtwdemo_autosar_swc_slfcns, -1.00
rtwdemo_basicsc, 5.32
rtwdemo_blockreduction, 3.62
rtwdemo_buildinfo, 6.41
rtwdemo_caller, 3.15
rtwdemo_capi, 7.74
rtwdemo_capi_bot, 4.54
rtwdemo_cgv, 5.12
rtwdemo_clibsup, 3.11
rtwdemo_codegenrpt, 3.26
rtwdemo_codetemplate, 3.70
rtwdemo_col_dlut3d_selplane, 5.19
rtwdemo_col_dlut3d_selvector, 4.89
rtwdemo_col_interpselsubtable, 6.80
rtwdemo_comments, 5.89
rtwdemo_comp, 9.78
rtwdemo_comp_cpp, 10.44
rtwdemo_complex, 3.23
rtwdemo_concurrent_execution, 20.83
rtwdemo_condinput, 3.27
rtwdemo_configdefaults, -1.00
rtwdemo_configurable_source, -1.00
rtwdemo_configurable_sys, 3.52
rtwdemo_configwizard, 3.18
rtwdemo_controlflow_opt, 5.06
rtwdemo_counter, 4.95
rtwdemo_counter_msvc, -1.00
rtwdemo_cpp, 4.33
rtwdemo_cppclass, 18.80
rtwdemo_cppclass_export_functions, 8.20
rtwdemo_cppclass_functions, 3.79
rtwdemo_cppclass_refbot, 3.62
rtwdemo_cppclass_refc, 3.54
rtwdemo_cppclass_refdefault, 6.88
rtwdemo_cppclass_refmid, 6.82
rtwdemo_crl_cbo_cao, 3.98
rtwdemo_crladdsub, 3.93
rtwdemo_crlalign, 7.86
rtwdemo_crlalignperf, 8.38
rtwdemo_crlblas, -1.00
rtwdemo_crlcoderreplace, 7.81
rtwdemo_crlcustomentry, 5.06
rtwdemo_crlfixpt, 6.94
rtwdemo_crllookup1D, 6.68
rtwdemo_crlmath, 5.21
rtwdemo_crlmatops, 9.25
rtwdemo_crlmuldiv, 4.55
rtwdemo_crlscalarops, 5.03
rtwdemo_crossrelease_counter, 3.28
rtwdemo_crossrelease_integration, 6.62
rtwdemo_cscpredef, 3.96
rtwdemo_deadpath, 4.38
rtwdemo_deadpathElim, 3.22
rtwdemo_differentsizereuse, 6.35
rtwdemo_dimension_variants, 5.68
rtwdemo_dow, 3.73
rtwdemo_dspanc_fixpt, 6.77
rtwdemo_dynamicio, 6.68
rtwdemo_eml_aero_radar, 7.48
rtwdemo_examplemain, 3.66
rtwdemo_explicitinvocation_atomicsubsys, 4.97
rtwdemo_explicitinvocation_funccallsubsys, 5.03
rtwdemo_export_functions, -1.00
rtwdemo_exporting_functions, 3.77
rtwdemo_fcnprotoctrl, 3.88
rtwdemo_filepart, 4.41
rtwdemo_fileprocess, 3.56
rtwdemo_fixpt1, 4.49
rtwdemo_fixptdiv, 3.54
rtwdemo_float_mul_for_net_slope_correction, 4.84
rtwdemo_foreachreuse, 4.67
rtwdemo_forloop, 3.90
rtwdemo_func_dinteg, 5.11
rtwdemo_func_dinteg_cpp, 5.07
rtwdemo_functions, 3.40
rtwdemo_getset_matrix, 3.95
rtwdemo_getset_scalar, 5.37
rtwdemo_getset_struct, 5.50
rtwdemo_getset_vector, 9.01
rtwdemo_heading, 4.84
rtwdemo_hyperlinks, 4.86
rtwdemo_iec61508, 3.20
rtwdemo_importstruct, 4.80
rtwdemo_init_struct_busobj, 4.44
rtwdemo_inline_invariant_signals, 4.39
rtwdemo_integrator, 4.79
rtwdemo_internal_init, 4.90
rtwdemo_international, 4.46
rtwdemo_irt_base, 2.69
rtwdemo_irt_initterm, 2.73
rtwdemo_irt_reset, 2.75
rtwdemo_irt_shared, 2.80
rtwdemo_label_guided_reuse, 4.94
rtwdemo_lct_bus, 3.59
rtwdemo_lct_cplxgain, 4.37
rtwdemo_lct_cpp, 3.80
rtwdemo_lct_filter, 4.84
rtwdemo_lct_fixpt_params, 4.95
rtwdemo_lct_fixpt_signals, 3.87
rtwdemo_lct_gain, 3.46
rtwdemo_lct_inherit_dims, 4.44
rtwdemo_lct_lut, 4.36
rtwdemo_lct_ndarray, 4.28
rtwdemo_lct_sampletime, 3.57
rtwdemo_lct_start_term, 3.49
rtwdemo_lct_work, 3.50
rtwdemo_linl, 3.50
rtwdemo_linr, 3.52
rtwdemo_localizable_csc, 5.03
rtwdemo_logicalAsBoolean, 4.69
rtwdemo_mdlrefbot, 4.81
rtwdemo_mdlreftop, 7.64
rtwdemo_memsec, 3.55
rtwdemo_memset, 3.21
rtwdemo_merge, 3.27
rtwdemo_minmax, 4.94
rtwdemo_mpf, 4.05
rtwdemo_mrmtbb, 3.27
rtwdemo_mrmtos, 3.01
rtwdemo_mrstbb, 3.26
rtwdemo_multirate_multitasking, 4.90
rtwdemo_multirate_singletasking, 4.87
rtwdemo_namerules, 4.32
rtwdemo_nlinl, 4.60
rtwdemo_nlinr, 4.55
rtwdemo_nzcheck, 2.98
rtwdemo_optimizeModelRefInitCode_bot, 4.88
rtwdemo_optimizeModelRefInitCode_top, 9.20
rtwdemo_optimize_global, 4.78
rtwdemo_optimize_global_ebf, 5.54
rtwdemo_optimize_nestedloops, 3.18
rtwdemo_optimizeblockorder, 5.47
rtwdemo_optimizedatastorebuffers, 5.07
rtwdemo_optionalDisableResetFunc_bot, 4.88
rtwdemo_optionalDisableResetFunc_top, 8.52
rtwdemo_pack_boolean, 4.83
rtwdemo_param_variants_model, -1.00
rtwdemo_paramdt, 3.51
